Entity,Code,Year,Hospital beds (total number)
Sri Lanka,LKA,2004,60100
Sri Lanka,LKA,2010,70916
Sri Lanka,LKA,2012,73530
Sub-Saharan Africa,,1960,317965
Sub-Saharan Africa,,1970,394713
Sub-Saharan Africa,,1975,425267
Sub-Saharan Africa,,1990,617749
Sub-Saharan Africa (IDA & IBRD countries),,1960,317965
Sub-Saharan Africa (IDA & IBRD countries),,1970,394713
Sub-Saharan Africa (IDA & IBRD countries),,1975,425267
Sub-Saharan Africa (IDA & IBRD countries),,1990,617749
Sub-Saharan Africa (excluding high income),,1960,317640
Sub-Saharan Africa (excluding high income),,1970,394317
Sub-Saharan Africa (excluding high income),,1975,424877
Sub-Saharan Africa (excluding high income),,1990,617665
Sudan,SDN,1960,7594
Sudan,SDN,1970,10720
Sudan,SDN,1975,12062
Sudan,SDN,1980,12922
Sudan,SDN,1981,13077
Sudan,SDN,1990,21921
Sudan,SDN,2000,21820
Sudan,SDN,2001,19580
Sudan,SDN,2002,20093
Sudan,SDN,2003,20622
Sudan,SDN,2004,21150
Sudan,SDN,2005,21665
Sudan,SDN,2006,22163
Sudan,SDN,2007,22652
Sudan,SDN,2008,23143
Sudan,SDN,2009,23649
Sudan,SDN,2010,24182
Sudan,SDN,2011,28280
Sudan,SDN,2012,28955
Sudan,SDN,2013,29658
Suriname,SUR,1960,1874
Suriname,SUR,1970,2089
Suriname,SUR,1980,3209
Suriname,SUR,1990,2309
Suriname,SUR,1995,1370
Suriname,SUR,1996,1676
Suriname,SUR,2000,1837
Suriname,SUR,2001,1716
Suriname,SUR,2004,1530
Suriname,SUR,2006,1667
Suriname,SUR,2007,1585
Suriname,SUR,2009,1360
Suriname,SUR,2010,1640
Sweden,SWE,1960,106282
Sweden,SWE,1970,123055
Sweden,SWE,1980,125489
Sweden,SWE,1985,121916
Sweden,SWE,1990,106130
Sweden,SWE,1991,102547
Sweden,SWE,1992,65877
Sweden,SWE,1993,61030
Sweden,SWE,1994,57075
Sweden,SWE,1995,43252
Sweden,SWE,1996,38900
Sweden,SWE,1997,46000
Sweden,SWE,1998,33634
Sweden,SWE,1999,32774
Sweden,SWE,2000,31940
Sweden,SWE,2001,29357
Sweden,SWE,2002,27667
Sweden,SWE,2003,27771
Sweden,SWE,2004,26981
Sweden,SWE,2005,26478
Sweden,SWE,2006,26223
Sweden,SWE,2007,26196
Sweden,SWE,2008,25862
Sweden,SWE,2009,25693
Sweden,SWE,2010,25566
Sweden,SWE,2011,25517
Sweden,SWE,2012,25290
Sweden,SWE,2013,24894
Sweden,SWE,2014,24608
Sweden,SWE,2015,23904
Sweden,SWE,2016,23209
Sweden,SWE,2017,22377
Switzerland,CHE,1991,135320
Switzerland,CHE,2000,45261
Switzerland,CHE,2001,43379
Switzerland,CHE,2002,42980
Switzerland,CHE,2003,42566
Switzerland,CHE,2004,42121
Switzerland,CHE,2005,41196
Switzerland,CHE,2006,40347
Switzerland,CHE,2007,40475
Switzerland,CHE,2008,39852
Switzerland,CHE,2009,39527
Switzerland,CHE,2010,38852
Switzerland,CHE,2011,38533
Switzerland,CHE,2012,38297
Switzerland,CHE,2013,37836
Switzerland,CHE,2014,37540
Switzerland,CHE,2015,37965
Switzerland,CHE,2016,38058
Switzerland,CHE,2017,38263
Syria,SYR,1960,4924
Syria,SYR,1970,6309
Syria,SYR,1975,7536
Syria,SYR,1980,9864
Syria,SYR,1981,10602
Syria,SYR,1990,13523
Syria,SYR,1996,22131
Syria,SYR,1998,23399
Syria,SYR,1999,22420
Syria,SYR,2000,22975
Syria,SYR,2001,23473
Syria,SYR,2002,23918
Syria,SYR,2003,26123
Syria,SYR,2004,26742
Syria,SYR,2005,23870
Syria,SYR,2006,28589
Syria,SYR,2007,29817
Syria,SYR,2008,30996
Syria,SYR,2009,31809
Syria,SYR,2010,32044
Syria,SYR,2011,33733
Syria,SYR,2012,30664
Syria,SYR,2013,29376
Syria,SYR,2014,28074
Tajikistan,TJK,1985,48304
Tajikistan,TJK,1986,49896
Tajikistan,TJK,1987,51616
Tajikistan,TJK,1988,53383
Tajikistan,TJK,1989,54742
Tajikistan,TJK,1990,56335
Tajikistan,TJK,1991,59207
Tajikistan,TJK,1992,61861
Tajikistan,TJK,1993,59743
Tajikistan,TJK,1994,50779
Tajikistan,TJK,1995,47271
Tajikistan,TJK,1996,43710
Tajikistan,TJK,1997,42875
Tajikistan,TJK,1998,41649
Tajikistan,TJK,1999,41614
Tajikistan,TJK,2000,40406
Tajikistan,TJK,2001,40438
Tajikistan,TJK,2002,40489
Tajikistan,TJK,2003,39903
Tajikistan,TJK,2004,39974
Tajikistan,TJK,2005,40057
Tajikistan,TJK,2006,42228
Tajikistan,TJK,2007,38138
Tajikistan,TJK,2008,38213
Tajikistan,TJK,2009,38297
Tajikistan,TJK,2010,37637
Tajikistan,TJK,2011,37718
Tajikistan,TJK,2012,37799
Tajikistan,TJK,2013,38687
Tanzania,TZA,1960,14982
Tanzania,TZA,1976,23459
Tanzania,TZA,1978,25054
Tanzania,TZA,1980,25907
Tanzania,TZA,1982,26938
Tanzania,TZA,1984,27341
Tanzania,TZA,1988,25811
Tanzania,TZA,1990,25824
Tanzania,TZA,1992,24004
Tanzania,TZA,2006,43504
Tanzania,TZA,2010,31043
Thailand,THA,1960,20275
Thailand,THA,1970,41949
Thailand,THA,1975,47063
Thailand,THA,1980,72725
Thailand,THA,1990,92337
Thailand,THA,1991,95080
Thailand,THA,1992,98666
Thailand,THA,1995,118340
Thailand,THA,1999,137057
Thailand,THA,2000,138496
Thailand,THA,2002,140952
Thailand,THA,2005,137374
Thailand,THA,2010,141110
Timor,TLS,2009,6338
Timor,TLS,2010,6452
Togo,TGO,1960,1999
Togo,TGO,1970,3244
Togo,TGO,1975,3471
Togo,TGO,1990,5703
Togo,TGO,2005,5050
Togo,TGO,2011,4617
Tonga,TON,1960,154
Tonga,TON,1970,219
Tonga,TON,1980,320
Tonga,TON,1981,331
Tonga,TON,2001,315
Tonga,TON,2004,241
Tonga,TON,2008,248
Tonga,TON,2010,270
Trinidad and Tobago,TTO,1960,4740
Trinidad and Tobago,TTO,1970,4673
Trinidad and Tobago,TTO,1975,5040
Trinidad and Tobago,TTO,1986,5961
Trinidad and Tobago,TTO,1990,4884
Trinidad and Tobago,TTO,1993,4033
Trinidad and Tobago,TTO,1995,4766
Trinidad and Tobago,TTO,1996,6426
Trinidad and Tobago,TTO,2000,4182
Trinidad and Tobago,TTO,2001,4324
Trinidad and Tobago,TTO,2003,4236
Trinidad and Tobago,TTO,2005,3371
Trinidad and Tobago,TTO,2006,3517
Trinidad and Tobago,TTO,2007,3533
Trinidad and Tobago,TTO,2008,3286
Trinidad and Tobago,TTO,2009,3434
Trinidad and Tobago,TTO,2010,2789
Trinidad and Tobago,TTO,2012,3631
Trinidad and Tobago,TTO,2013,3655
Trinidad and Tobago,TTO,2014,4087
Tunisia,TUN,1960,10310
Tunisia,TUN,1970,12377
Tunisia,TUN,1975,14142
Tunisia,TUN,1980,13550
Tunisia,TUN,1989,15844
Tunisia,TUN,1990,15798
Tunisia,TUN,1991,16959
Tunisia,TUN,1992,24612
Tunisia,TUN,1994,15797
Tunisia,TUN,1996,18535
Tunisia,TUN,1997,15972
Tunisia,TUN,2000,16504
Tunisia,TUN,2001,16650
Tunisia,TUN,2002,16781
Tunisia,TUN,2003,16907
Tunisia,TUN,2004,21047
Tunisia,TUN,2005,18192
Tunisia,TUN,2006,20402
Tunisia,TUN,2007,18549
Tunisia,TUN,2008,20829
Tunisia,TUN,2009,22104
Tunisia,TUN,2010,22334
Tunisia,TUN,2011,22558
Tunisia,TUN,2012,22779
Tunisia,TUN,2013,23001
Tunisia,TUN,2014,24339
Tunisia,TUN,2015,25714
Turkey,TUR,1960,46703
Turkey,TUR,1965,55751
Turkey,TUR,1970,69753
Turkey,TUR,1975,78555
Turkey,TUR,1980,96747
Turkey,TUR,1985,103181
Turkey,TUR,1986,105270
Turkey,TUR,1987,107312
Turkey,TUR,1988,109313
Turkey,TUR,1989,111284
Turkey,TUR,1990,129412
Turkey,TUR,1991,131617
Turkey,TUR,1992,133797
Turkey,TUR,1993,141635
Turkey,TUR,1994,143911
Turkey,TUR,1995,146216
Turkey,TUR,1996,148558
Turkey,TUR,1997,150931
Turkey,TUR,1998,153324
Turkey,TUR,1999,161947
Turkey,TUR,2000,132804
Turkey,TUR,2001,141223
Turkey,TUR,2002,149834
Turkey,TUR,2003,145397
Turkey,TUR,2004,147424
Turkey,TUR,2005,170972
Turkey,TUR,2006,174342
Turkey,TUR,2007,178000
Turkey,TUR,2008,183183
Turkey,TUR,2009,188638
Turkey,TUR,2010,200239
Turkey,TUR,2011,194504
Turkey,TUR,2012,200072
Turkey,TUR,2013,202031
Turkey,TUR,2014,206836
Turkey,TUR,2015,209648
Turkey,TUR,2016,217771
Turkey,TUR,2017,225863
Turkmenistan,TKM,1980,30093
Turkmenistan,TKM,1985,34607
Turkmenistan,TKM,1986,36975
Turkmenistan,TKM,1987,37838
Turkmenistan,TKM,1988,38885
Turkmenistan,TKM,1989,40138
Turkmenistan,TKM,1990,42310
Turkmenistan,TKM,1991,43784
Turkmenistan,TKM,1992,44518
Turkmenistan,TKM,1993,46842
Turkmenistan,TKM,1994,47203
Turkmenistan,TKM,1995,43172
Turkmenistan,TKM,1996,34342
Turkmenistan,TKM,1997,30965
Turkmenistan,TKM,2000,41097
Turkmenistan,TKM,2001,38338
Turkmenistan,TKM,2002,37802
Turkmenistan,TKM,2003,38643
Turkmenistan,TKM,2004,38098
Turkmenistan,TKM,2005,39939
Turkmenistan,TKM,2006,39443
Turkmenistan,TKM,2007,19968
Turkmenistan,TKM,2008,38005
Turkmenistan,TKM,2009,38060
Turkmenistan,TKM,2010,38663
Turkmenistan,TKM,2011,38806
Turkmenistan,TKM,2012,38982
Turkmenistan,TKM,2013,39711
Tuvalu,TUV,2001,53
Uganda,UGA,1960,10021
Uganda,UGA,1970,14661
Uganda,UGA,1975,17701
Uganda,UGA,1981,19398
Uganda,UGA,1988,21283
Uganda,UGA,1991,16449
Uganda,UGA,2004,18775
Uganda,UGA,2005,27685
Uganda,UGA,2006,31429
Uganda,UGA,2009,12564
Uganda,UGA,2010,16214
Ukraine,UKR,1980,606761
Ukraine,UKR,1981,615373
Ukraine,UKR,1982,622635
Ukraine,UKR,1983,629259
Ukraine,UKR,1984,639044
Ukraine,UKR,1985,646391
Ukraine,UKR,1986,653408
Ukraine,UKR,1987,659146
Ukraine,UKR,1988,666187
Ukraine,UKR,1989,673380
Ukraine,UKR,1990,675276
Ukraine,UKR,1991,674399
Ukraine,UKR,1992,663821
Ukraine,UKR,1993,650711
Ukraine,UKR,1994,638743
Ukraine,UKR,1995,612481
Ukraine,UKR,1996,553460
Ukraine,UKR,1997,474067
Ukraine,UKR,1998,453301
Ukraine,UKR,1999,444576
Ukraine,UKR,2000,432747
Ukraine,UKR,2001,428418
Ukraine,UKR,2002,429002
Ukraine,UKR,2003,420754
Ukraine,UKR,2004,412829
Ukraine,UKR,2005,409815
Ukraine,UKR,2006,407053
Ukraine,UKR,2007,404631
Ukraine,UKR,2008,402446
Ukraine,UKR,2009,432901
Ukraine,UKR,2010,431185
Ukraine,UKR,2011,411355
Ukraine,UKR,2012,405780
Ukraine,UKR,2013,400308
United Arab Emirates,ARE,1980,2905
United Arab Emirates,ARE,1981,3153
United Arab Emirates,ARE,1990,4827
United Arab Emirates,ARE,1992,6283
United Arab Emirates,ARE,1996,6703
United Arab Emirates,ARE,2000,7522
United Arab Emirates,ARE,2001,7596
United Arab Emirates,ARE,2002,7653
United Arab Emirates,ARE,2003,8166
United Arab Emirates,ARE,2004,8951
United Arab Emirates,ARE,2005,10094
United Arab Emirates,ARE,2006,10070
United Arab Emirates,ARE,2007,11721
United Arab Emirates,ARE,2008,13470
United Arab Emirates,ARE,2009,15043
United Arab Emirates,ARE,2010,16245
United Arab Emirates,ARE,2011,9841
United Arab Emirates,ARE,2012,10056
United Arab Emirates,ARE,2013,11037
United Kingdom,GBR,1960,560680
United Kingdom,GBR,1970,534367
United Kingdom,GBR,1980,456145
United Kingdom,GBR,1985,418472
United Kingdom,GBR,1990,337761
United Kingdom,GBR,1991,321579
United Kingdom,GBR,1992,310934
United Kingdom,GBR,1993,294365
United Kingdom,GBR,1994,277756
United Kingdom,GBR,1995,278491
United Kingdom,GBR,1996,267568
United Kingdom,GBR,1997,268258
United Kingdom,GBR,1998,257343
United Kingdom,GBR,1999,246466
United Kingdom,GBR,2000,241459
United Kingdom,GBR,2001,236479
United Kingdom,GBR,2002,237482
United Kingdom,GBR,2003,238590
United Kingdom,GBR,2004,233953
United Kingdom,GBR,2005,224882
United Kingdom,GBR,2006,215513
United Kingdom,GBR,2007,207789
United Kingdom,GBR,2008,205976
United Kingdom,GBR,2009,203326
United Kingdom,GBR,2010,183831
United Kingdom,GBR,2011,181972
United Kingdom,GBR,2012,178841
United Kingdom,GBR,2013,176791
United Kingdom,GBR,2014,176324
United Kingdom,GBR,2015,169995
United Kingdom,GBR,2016,168934
United Kingdom,GBR,2017,167589
United States,USA,1960,1662173
United States,USA,1965,1709866
United States,USA,1970,1619911
United States,USA,1971,1557458
United States,USA,1972,1553230
United States,USA,1973,1525745
United States,USA,1974,1518363
United States,USA,1975,1468616
United States,USA,1976,1439031
United States,USA,1977,1409530
United States,USA,1978,1380027
United States,USA,1979,1372835
United States,USA,1980,1363350
United States,USA,1981,1353849
United States,USA,1982,1366818
United States,USA,1983,1355994
United States,USA,1984,1344202
United States,USA,1985,1308582
United States,USA,1986,1296718
United States,USA,1987,1259903
United States,USA,1988,1246945
United States,USA,1989,1234095
United States,USA,1990,1223153
United States,USA,1991,1214309
United States,USA,1992,1179964
United States,USA,1993,1169636
United States,USA,1994,1131442
United States,USA,1995,1091740
United States,USA,1996,1050637
United States,USA,1997,1036097
United States,USA,1998,1020660
United States,USA,1999,1004544
United States,USA,2000,987568
United States,USA,2001,997391
United States,USA,2002,977926
United States,USA,2003,957356
United States,USA,2005,946997
United States,USA,2006,947412
United States,USA,2007,945199
United States,USA,2008,951045
United States,USA,2009,944277
United States,USA,2010,941995
United States,USA,2011,924333
United States,USA,2012,920829
United States,USA,2013,914513
United States,USA,2014,902202
United States,USA,2015,897961
United States,USA,2016,894574
United States Virgin Islands,VIR,1990,499
United States Virgin Islands,VIR,1996,2019
Upper middle income,,1970,2826436
Upper middle income,,1975,3590411
Upper middle income,,1980,4457098
Upper middle income,,1985,7484275
Upper middle income,,1986,7694234
Upper middle income,,1987,7736668
Upper middle income,,1988,7994702
Upper middle income,,1989,8051729
Upper middle income,,1990,7437121
Upper middle income,,1991,7991304
Upper middle income,,1992,7908329
Upper middle income,,1993,7950029
Upper middle income,,1994,8038121
Upper middle income,,1995,8045033
Upper middle income,,1996,7520100
Upper middle income,,1997,7996835
Upper middle income,,1998,7806276
Upper middle income,,1999,7754129
Upper middle income,,2000,7641694
Upper middle income,,2001,7572510
Upper middle income,,2002,7306966
Upper middle income,,2003,6878739
Upper middle income,,2004,8084623
Upper middle income,,2005,7474554
Upper middle income,,2006,7098264
Upper middle income,,2009,9831458
Upper middle income,,2010,8908697
Upper middle income,,2011,9128942
Upper middle income,,2012,9768964
Uruguay,URY,1960,13993
Uruguay,URY,1970,16613
Uruguay,URY,1975,14156
Uruguay,URY,1985,9775
Uruguay,URY,1990,14063
Uruguay,URY,1993,14300
Uruguay,URY,1996,14256
Uruguay,URY,2003,6315
Uruguay,URY,2005,7972
Uruguay,URY,2006,9644
Uruguay,URY,2007,9662
Uruguay,URY,2010,4031
Uruguay,URY,2011,10107
Uruguay,URY,2012,8447
Uruguay,URY,2013,8474
Uruguay,URY,2014,9521
Uzbekistan,UZB,1980,145892
Uzbekistan,UZB,1985,213741
Uzbekistan,UZB,1986,221367
Uzbekistan,UZB,1987,226687
Uzbekistan,UZB,1988,237530
Uzbekistan,UZB,1989,244696
Uzbekistan,UZB,1990,256022
Uzbekistan,UZB,1991,229368
Uzbekistan,UZB,1992,230665
Uzbekistan,UZB,1993,206128
Uzbekistan,UZB,1994,193859
Uzbekistan,UZB,1995,189116
Uzbekistan,UZB,1996,184174
Uzbekistan,UZB,1997,153362
Uzbekistan,UZB,1998,133483
Uzbekistan,UZB,1999,131040
Uzbekistan,UZB,2000,130647
Uzbekistan,UZB,2001,132312
Uzbekistan,UZB,2002,138995
Uzbekistan,UZB,2003,140622
Uzbekistan,UZB,2004,137081
Uzbekistan,UZB,2005,136068
Uzbekistan,UZB,2006,135090
Uzbekistan,UZB,2007,128966
Uzbekistan,UZB,2008,128323
Uzbekistan,UZB,2009,127730
Uzbekistan,UZB,2010,125675
Uzbekistan,UZB,2011,126159
Uzbekistan,UZB,2012,125053
Uzbekistan,UZB,2013,120973
Vanuatu,VUT,1960,346
Vanuatu,VUT,1970,917
Vanuatu,VUT,1980,714
Vanuatu,VUT,2001,587
Vanuatu,VUT,2003,736
Vanuatu,VUT,2005,858
Vanuatu,VUT,2008,382
Venezuela,VEN,1974,4396
Venezuela,VEN,1975,4372
Venezuela,VEN,1976,4654
Venezuela,VEN,1980,5039
Venezuela,VEN,1982,5933
Venezuela,VEN,1983,5890
Venezuela,VEN,1984,6292
Venezuela,VEN,1985,46643
Venezuela,VEN,1986,47986
Venezuela,VEN,1987,47374
Venezuela,VEN,1988,46740
Venezuela,VEN,1990,52574
Venezuela,VEN,1991,53810
Venezuela,VEN,1992,52895
Venezuela,VEN,1993,54644
Venezuela,VEN,1996,32907
Venezuela,VEN,2001,19717
Venezuela,VEN,2003,22996
Venezuela,VEN,2007,35422
Venezuela,VEN,2009,30834
Venezuela,VEN,2011,26000
Venezuela,VEN,2014,24036
Vietnam,VNM,1980,189840
Vietnam,VNM,1981,205218
Vietnam,VNM,1989,219729
Vietnam,VNM,1990,260595
Vietnam,VNM,1997,128812
Vietnam,VNM,2001,193782
Vietnam,VNM,2002,114148
Vietnam,VNM,2004,232576
Vietnam,VNM,2005,217965
Vietnam,VNM,2006,225083
Vietnam,VNM,2008,250106
Vietnam,VNM,2009,269986
Vietnam,VNM,2010,175935
Vietnam,VNM,2012,224506
Vietnam,VNM,2014,238458
World,OWID_WRL,1970,11340882
World,OWID_WRL,1975,9743538
World,OWID_WRL,1980,15941492
World,OWID_WRL,1985,19968429
World,OWID_WRL,1990,19273069
World,OWID_WRL,1991,18412305
World,OWID_WRL,2002,18042482
World,OWID_WRL,2003,19429414
World,OWID_WRL,2005,18752062
World,OWID_WRL,2011,18944235
Yemen,YEM,1960,2416
Yemen,YEM,1970,5015
Yemen,YEM,1975,5872
Yemen,YEM,1990,9792
Yemen,YEM,1996,10674
Yemen,YEM,1998,9870
Yemen,YEM,2000,10445
Yemen,YEM,2001,10751
Yemen,YEM,2002,11066
Yemen,YEM,2003,11391
Yemen,YEM,2004,11724
Yemen,YEM,2005,12064
Yemen,YEM,2006,14481
Yemen,YEM,2007,14898
Yemen,YEM,2008,15325
Yemen,YEM,2009,15762
Yemen,YEM,2010,16208
Yemen,YEM,2011,16665
Yemen,YEM,2012,17131
Yemen,YEM,2013,17603
Yemen,YEM,2014,18076
Zambia,ZMB,1960,8603
Zambia,ZMB,1970,13210
Zambia,ZMB,1975,16495
Zambia,ZMB,1981,21086
Zambia,ZMB,2004,23101
Zambia,ZMB,2008,24412
Zambia,ZMB,2010,27212
Zimbabwe,ZWE,1960,14641
Zimbabwe,ZWE,1970,18488
Zimbabwe,ZWE,1975,20856
Zimbabwe,ZWE,1980,22246
Zimbabwe,ZWE,1985,12372
Zimbabwe,ZWE,1987,18490
Zimbabwe,ZWE,1990,5326
Zimbabwe,ZWE,2006,36466
Zimbabwe,ZWE,2011,21920
